X.1,X,ID,Duration_in_seconds,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,Q26_First_Click,Q26_Last_Click,Q26_Page_Submit,Q26_Click_Count,Briefing_Message,Course_Code,Course_Ratings_Learning_Community,Course_Ratings_Findings,Course_Ratings_Resources,Course_Ratings_Relevant_Assessment,Course_Ratings_Quality,Best_Course_Features,Course_Improvements,Instructor_Ratings_Participation,Instructor_Ratings_Feedback,Instructor_Ratings_Overall,BF,IM,Student_Gender.Female.,Student_Gender.Male,Student_Gender.Unknown,Student_Gender.NA,International,Year,WAM,Ethnicity.Asian,Ethnicity.Hispanic,Ethnicity.Indigenous,Ethnicity.Other,Ethnicity.Pacific,Ethnicity.Persian,Ethnicity.Unanswered,Ethnicity.White,Group,Staff_ID,SF_Gender.Female,SF_Gender.Male.,SF_Gender.NA,SF_Ethnicity.Asian,SF_Ethnicity.White,SF_Ethnicity.NA,SF_Birthplace_Australia,SF_Parent_Birthplace_Australia,SF_Language_English.Primary,SF_Language_English.Secondary,SF_Language_English.NA,SF_Course_Experience,SF_Teaching_Experience,Message_Time,No_WAM,RE
189,226,226,-0.167834049,1,12:00.0,R_3PSjxIRUC75opy4,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,CLIM1001,0.720237486,1.255755655,1.088525125,1.001920934,1.038818462,that it is online and has always been online so there hasn't been much of a shift due to covid. Also there is always an opportunity to add how things can be improved,I am not sure. I have loved this course,-0.804717673,0.950082003,6,he responds to the topics raised in the discussion forum,not sure,1,0,0,0,0,2,0.201266615,0,0,0,0,0,0,0,1,0,STAFF_014,0,1,0,0,1,0,No,No,1,0,0,0.626310956,-0.36268265,-0.345727664,0,STAFF_014 CLIM1001
190,227,227,-0.183396606,1,51:00.0,R_3PZXstzopA7Q4Mk,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,MATH2801,-0.842232109,1.255755655,1.088525125,1.001920934,1.038818462,,,0.96817595,0.950082003,6,,,1,0,0,0,0,4,-0.607670357,0,0,0,0,0,0,0,1,0,STAFF_017,0,1,0,0,1,0,No,No,1,0,0,-0.969043923,-0.937467271,-0.345727664,0,STAFF_017 MATH2801
191,228,228,-0.163603451,1,06:00.0,R_3qEW323Jxc6MYk1,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,PSYC1024,0.720237486,0.559999143,-0.66564486,-0.793871778,-0.760372276,there are only a few assignments and the workload is managabke,the essay should not be worth 40% since it weights so much if we do poorly it impacts how we do on the course,-1.691164484,0.950082003,5,provides useful feedback after the midsem about how i should improve,NA,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,STAFF_02,1,0,0,0,1,0,Yes,Yes - Both,1,0,0,-1.168463283,-1.129062144,0,1,STAFF_02 PSYC1024
192,230,230,-0.13701112,1,47:00.0,R_3qjrN2i80thKCVI,anonymous,EN,"""I agree, start questionnaire""",9.737000465,11.23999977,12.90499973,4,I have read the above statement,BIOC2101,-0.060997312,0.559999143,1.088525125,-1.691768134,1.038818462,The course convener is very flexible and understanding of students and very helpful and generous in all manners which creates a helpful and effective learning environment even when learning online we feel connected because of such supportive course coordinator ,"""The labs, especially the fact that they are  online makeS then more confusing then what it would be in a face to face lab because we do not get to go through the processes ourselves, it would be helpful to give us videos of the laboratory procedures that we would have done if had face to face labs """,0.96817595,0.950082003,6,"""She is very helpful and it is such very helpful to have her as our course organiser as she understands students and stands with them rather than against them, more than anything she has been helpful for all students to complete this course to the best of their ability """,Nothing,1,0,0,0,0,2,0.754749806,0,0,0,0,0,1,0,0,1,STAFF_029,1,0,0,1,0,0,No,No,0,1,0,-0.570205203,-0.841669834,-0.127477069,0,STAFF_029 BIOC2101
193,231,231,-0.13701112,1,47:00.0,R_3qjrN2i80thKCVI,anonymous,EN,"""I agree, start questionnaire""",9.737000465,11.23999977,12.90499973,4,I have read the above statement,BIOC2101,-0.060997312,0.559999143,1.088525125,-1.691768134,1.038818462,The course convener is very flexible and understanding of students and very helpful and generous in all manners which creates a helpful and effective learning environment even when learning online we feel connected because of such supportive course coordinator ,"""The labs, especially the fact that they are  online makeS then more confusing then what it would be in a face to face lab because we do not get to go through the processes ourselves, it would be helpful to give us videos of the laboratory procedures that we would have done if had face to face labs """,-1.691164484,-1.837058927,4,Great explanation ,Talking slower and taking their time through concepts to allow us to process everything ,1,0,0,0,0,2,0.754749806,0,0,0,0,0,1,0,0,1,STAFF_04,1,0,0,0,1,0,Yes,Yes - One,1,0,0,1.224569035,0.116304533,-0.127477069,0,STAFF_04 BIOC2101
194,232,232,-0.14245046,1,22:00.0,R_3qJYUL9iVrPOTVy,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,PSYC1024,-0.060997312,0.559999143,0.211440132,1.001920934,0.139223093,Helps me to practice my note-taking skills through an entertaining way of giving lecture.,"Lecture slides should be provided even if it’s just highlighting the point, and then we can take notes of the rest of the information.",-0.804717673,0.021035026,5,"Entertaining, does not feel like a lecture.",Providing lecture slides.,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,STAFF_02,1,0,0,0,1,0,Yes,Yes - Both,1,0,0,-1.168463283,-1.129062144,0,1,STAFF_02 PSYC1024
195,233,233,-0.14245046,1,22:00.0,R_3qJYUL9iVrPOTVy,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,PSYC1024,-0.060997312,0.559999143,0.211440132,1.001920934,0.139223093,Helps me to practice my note-taking skills through an entertaining way of giving lecture.,"Lecture slides should be provided even if it’s just highlighting the point, and then we can take notes of the rest of the information.",-0.804717673,0.021035026,5,"Entertaining, does not feel like a lecture.",Providing lecture slides.,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,STAFF_027,1,0,0,0,1,0,Yes,Yes - Both,1,0,0,0.227472236,-0.266885214,0,1,STAFF_027 PSYC1024
196,234,234,-0.180223657,1,58:00.0,R_3QYSQRcL94cokVz,anonymous,EN,"""I agree, start questionnaire""",2.638000011,5.355000019,6.301000118,2,I have read the above statement,PSYC2081,0.720237486,0.559999143,-0.66564486,0.104024578,0.139223093,,,NA,0.021035026,5,,,1,0,0,0,0,2,0.116115355,1,0,0,0,0,0,0,0,1,STAFF_021,1,0,0,0,1,0,Yes,Yes - One,1,0,0,-0.370785843,-0.36268265,0.048808026,0,STAFF_021 PSYC2081
197,235,235,-0.180223657,1,58:00.0,R_3QYSQRcL94cokVz,anonymous,EN,"""I agree, start questionnaire""",2.638000011,5.355000019,6.301000118,2,I have read the above statement,PSYC2081,0.720237486,0.559999143,-0.66564486,0.104024578,0.139223093,,,0.081729139,0.021035026,5,,,1,0,0,0,0,2,0.116115355,1,0,0,0,0,0,0,0,1,STAFF_026,0,1,0,0,1,0,No,No,1,0,0,0.028052876,0.21210197,0.048808026,0,STAFF_026 PSYC2081
198,237,237,-0.124168233,1,50:00.0,R_3R7zAqMNeH1kKxz,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,MATH2801,-0.060997312,-0.135757368,0.211440132,1.001920934,-0.760372276,Live lectures where questions can be immediately answered.,More tutorial opportunity to ask questions.,0.96817595,0.021035026,6,Immediately answering questions,"""More variety in teaching methods, not just using slides""",1,0,0,0,0,2,0.158690985,0,0,0,0,0,0,0,1,0,STAFF_017,0,1,0,0,1,0,No,No,1,0,0,-0.969043923,-0.937467271,-0.345727664,0,STAFF_017 MATH2801
199,238,238,0.068172887,1,24:00.0,R_3Ra7SDOFOgYtubo,anonymous,EN,"""I agree, start questionnaire""",57.48699951,57.48699951,59.57799911,1,I have read the above statement,PSYC1023,-0.842232109,-0.135757368,-0.66564486,1.001920934,0.139223093,"""The fact that everything is online, so I feel less stressed / anxiety (I don't have to walk to classes or forced to interact with people - I can do it to my own accord e.g freedom to respond back to discussions or questions & I'm able to watch the lecture and read in my own time (helps with self-time management & insomnia - I'm pretty nocturnal so having 24/7 online access is wonderful!)) """,I understand why there is a time limit on when the following weeks activities are available BUT I wish they were made available as soon as the previous weeks work is done. I like to get ahead of my studies especially if I have time for it and I enjoy doing it. I find that I finish the work in a day or two and want to continue but can't because it's not available until the following week at 9am. ,0.081729139,0.950082003,6,"""I like how Natalie is super open, and detailed in her responses. I feel like I've met her in person when we haven't. I feel welcomed in the course and encouraged to participate when needed. I don't feel lost, or feel like I've missed out on anything because everything is online (this happens a lot when it's on-campus teaching - for me personally anyways)""",Not enough doggo pics ;) haha just joking - can't really think of anything. I love the course. ,1,0,0,0,0,1,-2.991905641,1,0,0,0,0,0,0,0,1,STAFF_027,1,0,0,0,1,0,Yes,Yes - Both,1,0,0,-0.171366484,-0.266885214,-0.345727664,0,STAFF_027 PSYC1023
200,241,241,-0.038498622,1,03:00.0,R_3sB4tpOHxqHegbW,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,PSYC1023,-0.060997312,0.559999143,0.211440132,0.104024578,0.139223093,I like the chosen reading material and my tutor (online) is engaging and encouraging in message feedback. I enjoy the online lectures and the information presented is easily understandable for a first year student. ,"""The research essay question, as much as it appears straight forward, for an online course, appears quite difficult. In saying this, the tutor is happy to answer any and many questions, but I feel this is something that may require one on one face to face learning to navigate better.""",-0.804717673,NA,6,"""Natalie is very enthusiastic in her lectures and obviously is very knowledgable. She helps to simplify the very complex study of psychology, especially for first year students. This must take alot of skill.  ""","""I just wish I had face to face learnings with Natalie as I feel she would help a lot of people with challenging questions they may have, as do I. However, this course so far appears to be very theoretical and you can learn and engage with material in this way, especially when given quality reading and texts, which I feel we have been. I am just a fan of face to face teaching.""",1,0,0,0,0,4,0.328993505,0,0,0,0,0,0,0,1,0,STAFF_027,1,0,0,0,1,0,Yes,Yes - Both,1,0,0,-0.171366484,-0.266885214,-0.345727664,0,STAFF_027 PSYC1023
201,242,242,-0.164812193,1,08:00.0,R_3sjehRqApwS3Mkv,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,MATH1081,0.720237486,1.255755655,1.088525125,1.001920934,1.038818462,The course is hard but not too difficult for a first year to understand. ,Topic 3 proof. Personally is a bit hard for me to understand so I guess the style of teaching?,0.96817595,0.950082003,6,He explains very well and would tell us things that are related to the content we are learning but not being tested which keeps students engaged.,NA,1,0,0,0,1,1,0.371569135,1,0,0,0,0,0,0,0,0,STAFF_08,0,1,0,0,1,0,No,No,1,0,0,1.224569035,2.319645578,0,0,STAFF_08 MATH1081
202,243,243,-0.124772604,1,04:00.0,R_3ZTcY76RzjUZ0Jj,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,MATH1241,-0.842232109,-0.831513879,1.088525125,0.104024578,0.139223093,The comprehensibility of it and the way all the resources support each other. The content is taught in a way that allows us to formulate a systematic and logical understanding of math as a dimension rather than a formula.,"""The quality and pace of the lecturing. Algebra seems by far more content-heavy than calculus, and through no fault of the lecturer himself this has adversely affected his ability to teach at the pace required.""",-2.577611296,-2.766105904,1,"""The pacing is well-done, and allows for ample examples and time for concepts to think in.""","""Better organisation of notes and clearer setting out, less tangential information during lectures unrelated to the course, more surety in teaching. At times I feel that the lecture content is being read while it is delivered - I have no ability to trust in a teacher that seems uncertain of what he's doing. He spends far too much time on non-assessable content rather than solidifying and expanding on core concepts.""",1,0,0,0,0,1,0.754749806,1,0,0,0,0,0,0,0,0,STAFF_01,0,1,0,0,1,0,No,No,0,1,0,-0.969043923,0.595291717,-0.345727664,0,STAFF_01 MATH1241
203,244,244,-0.124772604,1,04:00.0,R_3ZTcY76RzjUZ0Jj,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,MATH1241,-0.842232109,-0.831513879,1.088525125,0.104024578,0.139223093,The comprehensibility of it and the way all the resources support each other. The content is taught in a way that allows us to formulate a systematic and logical understanding of math as a dimension rather than a formula.,"""The quality and pace of the lecturing. Algebra seems by far more content-heavy than calculus, and through no fault of the lecturer himself this has adversely affected his ability to teach at the pace required.""",-0.804717673,0.021035026,5,"""His clarity of expression and organised, well-prepared manner of delivering information. """,The pacing of his teaching is a little fast.,1,0,0,0,0,1,0.754749806,1,0,0,0,0,0,0,0,0,STAFF_08,0,1,0,0,1,0,No,No,1,0,0,-0.570205203,2.319645578,-0.345727664,0,STAFF_08 MATH1241
204,245,245,-0.177806173,1,35:00.0,R_40iESjDGvXmX8CR,anonymous,EN,"""I agree, start questionnaire""",1.156999946,6.355999947,6.988999844,5,I have read the above statement,BIOC2101,1.501472284,1.255755655,1.088525125,1.001920934,1.038818462,Amazing communication from the course convenor.,,0.96817595,0.950082003,6,,,0,1,0,0,0,2,0.669598546,0,0,0,1,0,0,0,0,1,STAFF_029,1,0,0,1,0,0,No,No,0,1,0,-0.570205203,-0.841669834,0.409219354,0,STAFF_029 BIOC2101
205,246,246,-0.177806173,1,35:00.0,R_40iESjDGvXmX8CR,anonymous,EN,"""I agree, start questionnaire""",1.156999946,6.355999947,6.988999844,5,I have read the above statement,BIOC2101,1.501472284,1.255755655,1.088525125,1.001920934,1.038818462,Amazing communication from the course convenor.,,0.96817595,0.950082003,6,,,0,1,0,0,0,2,0.669598546,0,0,0,1,0,0,0,0,1,STAFF_04,1,0,0,0,1,0,Yes,Yes - One,1,0,0,1.224569035,0.116304533,0.409219354,0,STAFF_04 BIOC2101
206,247,247,-0.164358914,1,26:00.0,R_5tDCP8siHAJakCJ,anonymous,EN,"I agree, start questionnaire",2.155,2.155,6.072,1,I have read the above statement,MATH1081,-1.623466907,0.559999143,0.211440132,0.104024578,-0.760372276,Tutuorials,"More worked examples, and more annotations on the notes in lectures",0.96817595,0.021035026,4,"He answers questions and readily engages
He has made good notes and are sectioned into relevant parts, which is helpful for revision","Sometimes adding a bit more explanation to concepts, and working more examples",1,0,0,0,0,1,0.414144765,0,0,0,0,0,0,0,1,1,STAFF_08,0,1,0,0,1,0,No,No,1,0,0,1.224569035,2.319645578,-0.345727664,0,STAFF_08 MATH1081
207,250,250,2.533251728,1,20:00.0,R_9Ah77nT68n0S2ZP,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,PSYC1001,-0.060997312,0.559999143,1.088525125,1.001920934,1.038818462,Learning about interesting and relevant information that can be applied to my daily life and help me in understanding the world.,Maybe a group activity could be added so that we can get to know some people and connect with others studying similar things.,0.081729139,NA,6,Their experience and the real-life examples they provided were very helpful.,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,STAFF_018,1,0,0,0,1,0,No,No,1,0,0,0.825730316,-0.266885214,0,1,STAFF_018 PSYC1001
208,251,251,-0.12779446,1,09:00.0,R_ABz6PI2OWLl0fu1,anonymous,EN,"""I agree, start questionnaire""",10.97900009,10.97900009,12.47399998,1,I have read the above statement,PSYC2081,-0.842232109,-0.831513879,-0.66564486,-0.793871778,-1.659967645,"""The lecture content! In particular, the lectures given by Professor LePelly and Professor McNally are informative, well-taught, and interesting. """,I personally felt that there is still a lack of communication with online-learning. There seems to be a common consensus within the cohort that it is difficult to manage some of the work in the asynchronous tutorials without the guidance of tutors and lecturers more easily available.,0.081729139,-0.908011951,4,The lecturers are all very good! My tutor Joanne was kind and informative and encouraged us all to participate. She made an effort to explain difficult concepts that we struggled with in the tutorials. ,,1,0,0,0,0,2,0.541871656,1,0,0,0,0,0,0,0,1,STAFF_021,1,0,0,0,1,0,Yes,Yes - One,1,0,0,-0.370785843,-0.36268265,-0.345727664,0,STAFF_021 PSYC2081
209,252,252,-0.12779446,1,09:00.0,R_ABz6PI2OWLl0fu1,anonymous,EN,"""I agree, start questionnaire""",10.97900009,10.97900009,12.47399998,1,I have read the above statement,PSYC2081,-0.842232109,-0.831513879,-0.66564486,-0.793871778,-1.659967645,"""The lecture content! In particular, the lectures given by Professor LePelly and Professor McNally are informative, well-taught, and interesting. """,I personally felt that there is still a lack of communication with online-learning. There seems to be a common consensus within the cohort that it is difficult to manage some of the work in the asynchronous tutorials without the guidance of tutors and lecturers more easily available.,-1.691164484,-1.837058927,3,Kate's tutorials are always jam-packed with helpful information! She's also very well-spoken :),"""Sometimes, being a little more prompt with updating lecture materials would be helpful!""",1,0,0,0,0,2,0.541871656,1,0,0,0,0,0,0,0,1,STAFF_026,0,1,0,0,1,0,No,No,1,0,0,0.028052876,0.21210197,-0.345727664,0,STAFF_026 PSYC2081
210,253,253,-0.12779446,1,09:00.0,R_ABz6PI2OWLl0fu1,anonymous,EN,"""I agree, start questionnaire""",10.97900009,10.97900009,12.47399998,1,I have read the above statement,PSYC2081,-0.842232109,-0.831513879,-0.66564486,-0.793871778,-1.659967645,"""The lecture content! In particular, the lectures given by Professor LePelly and Professor McNally are informative, well-taught, and interesting. """,I personally felt that there is still a lack of communication with online-learning. There seems to be a common consensus within the cohort that it is difficult to manage some of the work in the asynchronous tutorials without the guidance of tutors and lecturers more easily available.,0.96817595,0.950082003,6,Professor LePelley is so informative and so well-spoken! His lectures were so helpful and formative for my learning in the course. He also made everything super interesting and relatable. ,Nothing!,1,0,0,0,0,2,0.541871656,1,0,0,0,0,0,0,0,1,STAFF_035,0,1,0,0,1,0,No,No,0,1,0,-0.370785843,0.21210197,-0.345727664,0,STAFF_035 PSYC2081
211,255,255,-0.151364935,1,33:00.0,R_AO2yMEFCISTsYUx,anonymous,EN,"I agree, start questionnaire",NA,NA,NA,NA,NA,PSYC1001,-0.842232109,NA,0.211440132,0.104024578,-0.760372276,"The content is interesting and the assignments are well spread out, lots of notice.",NA,0.081729139,-0.908011951,4,NA,NA,1,0,0,0,0,1,-0.096762796,0,0,0,0,1,0,0,0,0,STAFF_018,1,0,0,0,1,0,No,No,1,0,0,0.825730316,-0.266885214,0,0,STAFF_018 PSYC1001
212,256,256,-0.1814324,1,44:00.0,R_ApL57VZ3zaxCOQN,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,BIOC2101,-0.060997312,-0.135757368,-0.66564486,0.104024578,0.139223093,,,0.081729139,0.021035026,5,,,1,0,0,0,0,2,-0.054187166,1,0,0,0,0,0,0,0,0,STAFF_029,1,0,0,1,0,0,No,No,0,1,0,-0.570205203,-0.841669834,-0.345727664,0,STAFF_029 BIOC2101
213,257,257,-0.1814324,1,44:00.0,R_ApL57VZ3zaxCOQN,anonymous,EN,"""I agree, start questionnaire""",0,0,0,0,,BIOC2101,-0.060997312,-0.135757368,-0.66564486,0.104024578,0.139223093,,,0.081729139,0.021035026,5,,,1,0,0,0,0,2,-0.054187166,1,0,0,0,0,0,0,0,0,STAFF_04,1,0,0,0,1,0,Yes,Yes - One,1,0,0,1.224569035,0.116304533,-0.345727664,0,STAFF_04 BIOC2101
214,258,258,-0.11374283,1,31:00.0,R_BJ9B102KTpghhJL,anonymous,EN,"""I agree, start questionnaire""",47.82600021,47.82600021,48.73500061,1,I have read the above statement,MATH2801,0.720237486,1.255755655,0.211440132,0.104024578,1.038818462,With the online structure and (optional) anonymous chat it's easier to ask for clarification on a particular point ,"""More smaller assignments rather than one big midterm exam
""",0.96817595,0.950082003,6,Makes sure all points are as clear as possible before moving on to the next,Not really teaching related but some of the annotations he makes during lectures are hard to read because of camera quality,0,1,0,0,0,2,-0.139338426,0,0,0,0,0,0,0,1,1,STAFF_017,0,1,0,0,1,0,No,No,1,0,0,-0.969043923,-0.937467271,-0.345727664,0,STAFF_017 MATH2801
